order,family,genus,species,name,f_maturity,gestation,litter_size,litters_yr,b_weight,a_weight,longevity_yr
Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,,199,1,,,14750,29.5
Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162,192,1,0.7,500,13516.5,29
Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,,,1,,,12000,34
Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278,211,1,0.4,432.33,7081.8,26.1
Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391,168,1,0.5,464,16200,36
Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur,,,,,,9720,31.1
Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461,,1,,,6185,28.3
Primates,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey,1460,,,,457,7325,26.3
Primates,Cercopithecidae,Trachypithecus,geei,Golden leaf monkey,,,1,,,8100,
Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461,145,1,0.5,300,7080,33.9
Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,,167,1,0.8,,8400,28.3
Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,,,,,,11450,25.2
Primates,Cheirogaleidae,Cheirogaleus,major,Greater dwarf lemur,365,65,2.2,,18.1,395,13.4
Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365,61,22.2,1,19,380,29
Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243,61,2,1,6,64.8,18.2
Primates,Cheirogaleidae,Microcebus,rufus,Brown mouse lemur,,61,2.5,,6.5,55.5,
Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312,89,1.8,1,14.8,311.2,17.4
Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,,174,1,,,400,25
Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882,165,1,1,109,2277.5,32.3
Primates,Galagidae,Euoticus,elegantulus,Western needle-clawed galago,,122,1,,,315,
Primates,Galagidae,Galago,moholi,South African galago,146,124,1.4,2,12.3,169.2,16.6
Primates,Galagidae,Galago,senegalensis,Senegal galago,240,126,1.5,2,12.2,192.2,17.1
Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256,111,1.1,1,7.5,60,13.4
Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,495,130,1.5,1,43.2,1094.5,22.7
Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600,132,1,1.4,46,1300,20
Primates,Galagidae,Paragalago,zanzibaricus,Zanzibar galago,265,120,1.3,2,14.1,146.8,
Primates,Galagidae,Sciurocheirus,alleni,Allen's squirrel galago,243,133,1.3,1,24,273,
Primates,Hominidae,Gorilla,gorilla,Gorilla,2829,256,1,0.3,2061.4,139842,60.1
Primates,Hominidae,Homo,sapiens,Human,4745,280,1,0.3,3312.5,62035,122.5
Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194,232,1,0.2,1331,39925,55
Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376,229,1,0.2,1821,44983.5,59.4
Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555,249,1,0.2,1736.5,64475,59
Primates,Hylobatidae,Hoolock,hoolock,Hoolock gibbon,2556,,1,0.3,,6875,41
Primates,Hylobatidae,Hylobates,agilis,Agile gibbon,,,1,0.3,,5925,49
Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,,213,1,0.4,,5900,37
Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555,217,1,0.5,307.2,6810,56
Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,,243,1,0.4,,6207.5,45
Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,,207,1,,,5765,60
Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,,228,1,,,5735,38
Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,3080,207,1,,,6852.5,46.1
Primates,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon,,,,,497,6000,44.1
Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190,231,1,0.4,517,10900,43
Primates,Indriidae,Propithecus,diadema,Diademed sifaka,1186,157,1,0.5,145,5550,21
Primates,Indriidae,Propithecus,tattersalli,Golden-crowned sifaka,1642,,,,98,3545,20
Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912,148,1,1,72.25,5000,31
Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608,126,1.24,1,70,1645,27
Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509,118,1.1,2,73,2485,35.5
Primates,Lemuridae,Eulemur,macaco,Black lemur,540,120,1.4,1,70.1,2467,37.5
Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650,120,1,1,62,1555,36.2
Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646,120,1,,76.5,2191.5,31.7
Primates,Lemuridae,Hapalemur,aureus,Golden bamboo lemur,,142,1,1,,1455,
Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,880,145,1.1,1.1,50.4,1012.5,23.3
Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595,135,1.1,0.9,70.6,2555,37.3
Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,,142,1,1,,1737.5,17.6
Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609,98,2.2,,109.73,3601.3,37.5
Primates,Lemuridae,Varecia,variegata,Ruffed lemur,605,98,1.9,1,107.17,3482.3,39.4
Primates,Lepilemuridae,Lepilemur,mustelinus,Weasel sportive lemur,592,135,1,1,27,700,
Primates,Lepilemuridae,Lepilemur,ruficaudatus,Red-tailed sportive lemur,595,136,1,,,779,
Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279,133,1,1.5,26.1,257.5,13
Primates,Lorisidae,Loris,tardigradus,Slender loris,380,166,1.3,1.5,11,238.2,21.6
Primates,Lorisidae,Nycticebus,coucang,Slow loris,578,188,1,1,48.2,890.5,25.8
Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273,188,2,,23,419,19.3
Primates,Lorisidae,Perodicticus,potto,Potto,547,170,1,1,38.3,919.9,32.4
Primates,Pitheciidae,Cacajao,calvus,Red uakari,1204,182,1,0.5,,3165,35.8
Primates,Pitheciidae,Cacajao,melanocephalus,Black uakari,,,1,,,2935,
Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460,160,1,,,2910,20
Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460,160,1,,,2942.5,19.6
Primates,Pitheciidae,Pithecia,aequatorialis,Equatorial saki,,,,,,1200,
Primates,Pitheciidae,Pithecia,irrorata,Gray monk saki,,,,,,1200,
Primates,Pitheciidae,Pithecia,monachus,Monk saki,,,1,,120.67,1780,25
Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775,158,1,1,,1480,36
Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,,132,1,0.9,74,1120,26.4
Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,,,1,,,795,25
Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912,163,1,1,86,804,26.2
Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,,179,1,,25.9,119.2,16
Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920,178,1,1.5,24.6,122.5,16.3
Primates,Tarsiidae,Tarsius,tarsier,Spectral tarsier,425,157,1,2.4,24.3,144.8,
Scandentia,Ptilocercidae,Ptilocercus,lowii,Pen-tailed tree shrew,,,2,,10,42.5,
Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,,46,2,7.5,10,200,11.1
Scandentia,Tupaiidae,Tupaia,glis,Common tree shrew,90,46,2,2.5,12.94,200,12.4
Scandentia,Tupaiidae,Tupaia,minor,Pygmy tree shrew,,,2,,,58.6,12.2
Scandentia,Tupaiidae,Tupaia,tana,Large tree shrew,,,2.2,,,197.8,11.6
Scandentia,Tupaiidae,Urogale,everetti,Mindanao tree shrew,,55,2,,20,350,11.5
